"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2274227","335296","1091","418","1","1","","","","","2016"
"2274228","335296","1094","210","1","1","","","","","2016"
"2274229","335296","1095","3.53","1","1","","","","","2016"
"2274230","335297","1051","0","1","1","","","","","2016"
"2274231","335297","1003","23","1","1","","","","","2016"
"2274232","335297","1004","1.11","1","1","","","","","2016"
"2274233","335297","1079","4.1","1","1","","","","","2016"
"2274234","335297","1009","37.4","1","1","","","","","2016"
"2274235","335297","1137","1350","1","1","","","","","2016"
"2274236","335297","1087","129","1","1","","","","","2016"
"2274237","335297","1097","41","1","1","","","","","2016"
"2274238","335297","1098","1.07","1","1","","","","","2016"
"2274239","335297","1089","5.7","1","1","","","","","2016"
"2274240","335297","1092","1730","1","1","","","","","2016"
"2274241","335297","1090","173","1","1","","","","","2016"
"2274242","335297","1101","1.52","1","1","","","","","2016"
"2274243","335297","1102","617","1","1","","","","","2016"
"2274244","335297","1146","282","1","1","","","","","2016"
"2274245","335297","1091","504","1","1","","","","","2016"
"2274246","335297","1094","227","1","1","","","","","2016"
"2274247","335297","1095","3.86","1","1","","","","","2016"
"2274248","335298","1051","0","1","1","","","","","2016"
"2274249","335298","1003","26.5","1","1","","","","","2016"
"2274250","335298","1004","1.23","1","1","","","","","2016"
"2274251","335298","1079","4.1","1","1","","","","","2016"
"2274252","335298","1009","35.9","1","1","","","","","2016"
"2274253","335298","1137","1330","1","1","","","","","2016"
"2274254","335298","1087","189","1","1","","","","","2016"
"2274255","335298","1097","60","1","1","","","","","2016"
"2274256","335298","1098","1.06","1","1","","","","","2016"
"2274257","335298","1089","5.19","1","1","","","","","2016"
"2274258","335298","1092","1410","1","1","","","","","2016"
"2274259","335298","1090","156","1","1","","","","","2016"
"2274260","335298","1101","2.1","1","1","","","","","2016"
"2274261","335298","1102","674","1","1","","","","","2016"
"2274262","335298","1146","211","1","1","","","","","2016"
"2274263","335298","1091","469","1","1","","","","","2016"
"2274264","335298","1094","247","1","1","","","","","2016"
"2274265","335298","1095","3.53","1","1","","","","","2016"
"2274266","335299","1051","0","1","1","","","","","2016"
"2274267","335299","1003","23.4","1","1","","","","","2016"
"2274268","335299","1004","1.17","1","1","","","","","2016"
"2274269","335299","1079","4","1","1","","","","","2016"
"2274270","335299","1009","38.2","1","1","","","","","2016"
"2274271","335299","1137","1430","1","1","","","","","2016"
"2274272","335299","1087","180","1","1","","","","","2016"
"2274273","335299","1097","69","1","1","","","","","2016"
"2274274","335299","1098","1.09","1","1","","","","","2016"
"2274275","335299","1089","5.03","1","1","","","","","2016"
"2274276","335299","1092","1070","1","1","","","","","2016"
"2274277","335299","1090","172","1","1","","","","","2016"
"2274278","335299","1101","2.07","1","1","","","","","2016"
"2274279","335299","1102","868","1","1","","","","","2016"
"2274280","335299","1146","218","1","1","","","","","2016"
"2274281","335299","1091","499","1","1","","","","","2016"
"2274282","335299","1094","246","1","1","","","","","2016"
"2274283","335299","1095","3.46","1","1","","","","","2016"
"2274284","335300","1051","0","1","1","","","","","2016"
"2274285","335300","1003","20.7","1","1","","","","","2016"
"2274286","335300","1004","1.6","1","1","","","","","2016"
"2274287","335300","1079","4","1","1","","","","","2016"
"2274288","335300","1009","40","1","1","","","","","2016"
"2274289","335300","1137","1360","1","1","","","","","2016"
"2274290","335300","1087","136","1","1","","","","","2016"
"2274291","335300","1097","54","1","1","","","","","2016"
"2274292","335300","1098","0.968","1","1","","","","","2016"
"2274293","335300","1089","4.48","1","1","","","","","2016"
"2274294","335300","1092","1600","1","1","","","","","2016"
"2274295","335300","1090","158","1","1","","","","","2016"
"2274296","335300","1101","1.77","1","1","","","","","2016"
"2274297","335300","1102","1140","1","1","","","","","2016"
"2274298","335300","1146","180","1","1","","","","","2016"
"2274299","335300","1091","435","1","1","","","","","2016"
"2274300","335300","1094","204","1","1","","","","","2016"
"2274301","335300","1095","3.03","1","1","","","","","2016"
"2274302","335301","1051","0","1","1","","","","","2016"
"2274303","335301","1003","21.8","1","1","","","","","2016"
"2274304","335301","1004","1.54","1","1","","","","","2016"
"2274305","335301","1079","3.9","1","1","","","","","2016"
"2274306","335301","1009","40.2","1","1","","","","","2016"
"2274307","335301","1137","1380","1","1","","","","","2016"
"2274308","335301","1087","128","1","1","","","","","2016"
"2274309","335301","1097","54","1","1","","","","","2016"
"2274310","335301","1098","0.948","1","1","","","","","2016"
"2274311","335301","1089","4.23","1","1","","","","","2016"
"2274312","335301","1092","1470","1","1","","","","","2016"
"2274313","335301","1090","175","1","1","","","","","2016"
"2274314","335301","1101","1.54","1","1","","","","","2016"
"2274315","335301","1102","943","1","1","","","","","2016"
"2274316","335301","1146","194","1","1","","","","","2016"
"2274317","335301","1091","438","1","1","","","","","2016"
"2274318","335301","1094","204","1","1","","","","","2016"
"2274319","335301","1095","3.3","1","1","","","","","2016"
"2274320","335302","1051","0","1","1","","","","","2016"
"2274321","335302","1003","23","1","1","","","","","2016"
"2274322","335302","1004","0.9","1","1","","","","","2016"
"2274323","335302","1079","4","1","1","","","","","2016"
"2274324","335302","1009","39","1","1","","","","","2016"
"2274325","335302","1137","1080","1","1","","","","","2016"
"2274326","335302","1087","129","1","1","","","","","2016"
"2274327","335302","1097","24","1","1","","","","","2016"
"2274328","335302","1098","0.816","1","1","","","","","2016"
"2274329","335302","1089","4.55","1","1","","","","","2016"
"2274330","335302","1092","1440","1","1","","","","","2016"
"2274331","335302","1090","164","1","1","","","","","2016"
"2274332","335302","1101","1.43","1","1","","","","","2016"
"2274333","335302","1102","350","1","1","","","","","2016"
"2274334","335302","1146","172","1","1","","","","","2016"
"2274335","335302","1091","446","1","1","","","","","2016"
"2274336","335302","1094","201","1","1","","","","","2016"
"2274337","335302","1095","3.14","1","1","","","","","2016"
"2274338","335303","1051","0","1","1","","","","","2016"
"2274339","335303","1003","20.8","1","1","","","","","2016"
"2274340","335303","1004","0.83","1","1","","","","","2016"
"2274341","335303","1079","3.8","1","1","","","","","2016"
"2274342","335303","1009","41.2","1","1","","","","","2016"
"2274343","335303","1137","1180","1","1","","","","","2016"
"2274344","335303","1087","107","1","1","","","","","2016"
"2274345","335303","1097","48","1","1","","","","","2016"
"2274346","335303","1098","0.848","1","1","","","","","2016"
"2274347","335303","1089","4.68","1","1","","","","","2016"
"2274348","335303","1092","1080","1","1","","","","","2016"
"2274349","335303","1090","162","1","1","","","","","2016"
"2274350","335303","1101","1.49","1","1","","","","","2016"
"2274351","335303","1102","361","1","1","","","","","2016"
"2274352","335303","1146","191","1","1","","","","","2016"
"2274353","335303","1091","437","1","1","","","","","2016"
"2274354","335303","1094","209","1","1","","","","","2016"
"2274355","335303","1095","3.14","1","1","","","","","2016"
"2274356","335304","1051","0","1","1","","","","","2016"
"2274357","335304","1003","23.1","1","1","","","","","2016"
"2274358","335304","1004","0.98","1","1","","","","","2016"
"2274359","335304","1079","4.1","1","1","","","","","2016"
"2274360","335304","1009","38.4","1","1","","","","","2016"
"2274361","335304","1137","1220","1","1","","","","","2016"
"2274362","335304","1087","182","1","1","","","","","2016"
"2274363","335304","1097","57","1","1","","","","","2016"
"2274364","335304","1098","0.829","1","1","","","","","2016"
"2274365","335304","1089","4.97","1","1","","","","","2016"
"2274366","335304","1092","1480","1","1","","","","","2016"
"2274367","335304","1090","173","1","1","","","","","2016"
"2274368","335304","1101","1.73","1","1","","","","","2016"
"2274369","335304","1102","341","1","1","","","","","2016"
"2274370","335304","1146","250","1","1","","","","","2016"
"2274371","335304","1091","405","1","1","","","","","2016"
"2274372","335304","1094","193","1","1","","","","","2016"
"2274373","335304","1095","2.94","1","1","","","","","2016"
"2274374","335305","1051","0","1","1","","","","","2016"
"2274375","335305","1003","21.8","1","1","","","","","2016"
"2274376","335305","1004","0.95","1","1","","","","","2016"
"2274377","335305","1079","4","1","1","","","","","2016"
"2274378","335305","1009","39.5","1","1","","","","","2016"
"2274379","335305","1137","1350","1","1","","","","","2016"
"2274380","335305","1087","166","1","1","","","","","2016"
"2274381","335305","1097","64","1","1","","","","","2016"
"2274382","335305","1098","0.913","1","1","","","","","2016"
"2274383","335305","1089","5.49","1","1","","","","","2016"
"2274384","335305","1092","1440","1","1","","","","","2016"
"2274385","335305","1090","183","1","1","","","","","2016"
"2274386","335305","1101","1.81","1","1","","","","","2016"
"2274387","335305","1102","420","1","1","","","","","2016"
"2274388","335305","1146","255","1","1","","","","","2016"
"2274389","335305","1091","452","1","1","","","","","2016"
"2274390","335305","1094","211","1","1","","","","","2016"
"2274391","335305","1095","3.3","1","1","","","","","2016"
"2274410","335307","1051","0","1","1","","","","","2016"
"2274411","335307","1003","23.5","1","1","","","","","2016"
"2274412","335307","1004","1.19","1","1","","","","","2016"
"2274413","335307","1079","4.5","1","1","","","","","2016"
"2274414","335307","1009","37.2","1","1","","","","","2016"
"2274415","335307","1137","933","1","1","","","","","2016"
"2274416","335307","1087","238","1","1","","","","","2016"
"2274417","335307","1097","16","1","1","","","","","2016"
"2274418","335307","1098","0.855","1","1","","","","","2016"
"2274419","335307","1089","6.62","1","1","","","","","2016"
"2274420","335307","1092","1320","1","1","","","","","2016"
"2274421","335307","1090","164","1","1","","","","","2016"
"2274422","335307","1101","2.08","1","1","","","","","2016"
"2274423","335307","1102","368","1","1","","","","","2016"
"2274424","335307","1146","87","1","1","","","","","2016"
"2274425","335307","1091","562","1","1","","","","","2016"
"2274426","335307","1094","215","1","1","","","","","2016"
"2274427","335307","1095","2.32","1","1","","","","","2016"
"2274428","335308","1051","0","1","1","","","","","2016"
"2274429","335308","1003","23","1","1","","","","","2016"
"2274430","335308","1004","1.08","1","1","","","","","2016"
"2274431","335308","1079","4.3","1","1","","","","","2016"
"2274432","335308","1009","36.1","1","1","","","","","2016"
"2274433","335308","1137","964","1","1","","","","","2016"
"2274434","335308","1087","240","1","1","","","","","2016"
"2274435","335308","1097","23","1","1","","","","","2016"
"2274436","335308","1098","0.853","1","1","","","","","2016"
"2274437","335308","1089","6.81","1","1","","","","","2016"
"2274438","335308","1092","1400","1","1","","","","","2016"
"2274439","335308","1090","166","1","1","","","","","2016"
"2274440","335308","1101","2.05","1","1","","","","","2016"
"2274441","335308","1102","322","1","1","","","","","2016"
"2274442","335308","1146","111","1","1","","","","","2016"
"2274443","335308","1091","552","1","1","","","","","2016"
"2274444","335308","1094","206","1","1","","","","","2016"
"2274445","335308","1095","2.46","1","1","","","","","2016"
"2274446","335309","1051","0","1","1","","","","","2016"
"2274447","335309","1003","25","1","1","","","","","2016"
"2274448","335309","1004","1.13","1","1","","","","","2016"
"2274449","335309","1079","4.2","1","1","","","","","2016"
"2274450","335309","1009","40","1","1","","","","","2016"
"2274451","335309","1137","991","1","1","","","","","2016"
"2274452","335309","1087","186","1","1","","","","","2016"
"2274453","335309","1097","27","1","1","","","","","2016"
"2274454","335309","1098","1.03","1","1","","","","","2016"
"2274455","335309","1089","7.89","1","1","","","","","2016"
"2274456","335309","1092","1560","1","1","","","","","2016"
"2274457","335309","1090","180","1","1","","","","","2016"
"2274458","335309","1101","1.89","1","1","","","","","2016"
"2274459","335309","1102","545","1","1","","","","","2016"
"2274460","335309","1146","80","1","1","","","","","2016"
"2274461","335309","1091","584","1","1","","","","","2016"
"2274462","335309","1094","259","1","1","","","","","2016"
"2274463","335309","1095","3.5","1","1","","","","","2016"
"2274464","335310","1051","0","1","1","","","","","2016"
"2274465","335310","1003","24.5","1","1","","","","","2016"
"2274466","335310","1004","1.24","1","1","","","","","2016"
"2274467","335310","1079","4.4","1","1","","","","","2016"
"2274468","335310","1009","38.4","1","1","","","","","2016"
"2274469","335310","1137","921","1","1","","","","","2016"
"2274470","335310","1087","206","1","1","","","","","2016"
"2274471","335310","1097","30","1","1","","","","","2016"
"2274472","335310","1098","0.974","1","1","","","","","2016"
"2274473","335310","1089","7.9","1","1","","","","","2016"
"2274474","335310","1092","1430","1","1","","","","","2016"
"2274475","335310","1090","172","1","1","","","","","2016"
"2274476","335310","1101","1.72","1","1","","","","","2016"
"2274477","335310","1102","518","1","1","","","","","2016"
"2274478","335310","1146","88","1","1","","","","","2016"
"2274479","335310","1091","525","1","1","","","","","2016"
"2274480","335310","1094","243","1","1","","","","","2016"
"2274481","335310","1095","3.22","1","1","","","","","2016"
"2274482","335311","1051","0","1","1","","","","","2016"
"2274483","335311","1003","25.6","1","1","","","","","2016"
"2274484","335311","1004","1.4","1","1","","","","","2016"
"2274485","335311","1079","4.4","1","1","","","","","2016"
"2274486","335311","1009","38.4","1","1","","","","","2016"
"2274487","335311","1137","954","1","1","","","","","2016"
"2274488","335311","1087","167","1","1","","","","","2016"
"2274489","335311","1097","32","1","1","","","","","2016"
"2274490","335311","1098","1.1","1","1","","","","","2016"
"2274491","335311","1089","7.73","1","1","","","","","2016"
"2274492","335311","1092","1480","1","1","","","","","2016"
"2274493","335311","1090","187","1","1","","","","","2016"
"2274494","335311","1101","1.84","1","1","","","","","2016"
"2274495","335311","1102","520","1","1","","","","","2016"
"2274496","335311","1146","128","1","1","","","","","2016"
"2274497","335311","1091","626","1","1","","","","","2016"
"2274498","335311","1094","265","1","1","","","","","2016"
"2274499","335311","1095","3.55","1","1","","","","","2016"
"2274500","335312","1051","0","1","1","","","","","2016"
"2274501","335312","1003","25.5","1","1","","","","","2016"
"2274502","335312","1004","0.94","1","1","","","","","2016"
"2274503","335312","1079","4.1","1","1","","","","","2016"
"2274504","335312","1009","38","1","1","","","","","2016"
"2274505","335312","1137","953","1","1","","","","","2016"
"2274506","335312","1087","187","1","1","","","","","2016"
"2274507","335312","1097","36","1","1","","","","","2016"
"2274508","335312","1098","1.1","1","1","","","","","2016"
"2274509","335312","1089","7.99","1","1","","","","","2016"
"2274510","335312","1092","1590","1","1","","","","","2016"
"2274511","335312","1090","194","1","1","","","","","2016"
"2274512","335312","1101","1.82","1","1","","","","","2016"
"2274513","335312","1102","511","1","1","","","","","2016"
"2274514","335312","1146","105","1","1","","","","","2016"
"2274515","335312","1091","613","1","1","","","","","2016"
"2274516","335312","1094","261","1","1","","","","","2016"
"2274517","335312","1095","3.48","1","1","","","","","2016"
"2274518","335313","1051","0","1","1","","","","","2016"
"2274519","335313","1003","23.5","1","1","","","","","2016"
"2274520","335313","1004","1.22","1","1","","","","","2016"
"2274521","335313","1079","4.5","1","1","","","","","2016"
"2274522","335313","1009","39.8","1","1","","","","","2016"
"2274523","335313","1137","937","1","1","","","","","2016"
"2274524","335313","1087","265","1","1","","","","","2016"
"2274525","335313","1097","22","1","1","","","","","2016"
"2274526","335313","1098","0.851","1","1","","","","","2016"
"2274527","335313","1089","7.52","1","1","","","","","2016"
"2274528","335313","1092","1340","1","1","","","","","2016"
"2274529","335313","1090","178","1","1","","","","","2016"
"2274530","335313","1101","2.35","1","1","","","","","2016"
"2274531","335313","1102","610","1","1","","","","","2016"
"2274532","335313","1146","110","1","1","","","","","2016"
"2274533","335313","1091","571","1","1","","","","","2016"
"2274534","335313","1094","237","1","1","","","","","2016"
"2274535","335313","1095","3.61","1","1","","","","","2016"
"2274536","335314","1051","0","1","1","","","","","2016"
"2274537","335314","1003","24.4","1","1","","","","","2016"
"2274538","335314","1004","1.13","1","1","","","","","2016"
"2274539","335314","1079","4.1","1","1","","","","","2016"
"2274540","335314","1009","39.6","1","1","","","","","2016"
"2274541","335314","1137","940","1","1","","","","","2016"
"2274542","335314","1087","269","1","1","","","","","2016"
"2274543","335314","1097","24","1","1","","","","","2016"
"2274544","335314","1098","0.798","1","1","","","","","2016"
"2274545","335314","1089","7.4","1","1","","","","","2016"
"2274546","335314","1092","1520","1","1","","","","","2016"
"2274547","335314","1090","184","1","1","","","","","2016"
"2274548","335314","1101","2.14","1","1","","","","","2016"
"2274549","335314","1102","673","1","1","","","","","2016"
"2274550","335314","1146","125","1","1","","","","","2016"
"2274551","335314","1091","552","1","1","","","","","2016"
"2274552","335314","1094","222","1","1","","","","","2016"
"2274553","335314","1095","2.85","1","1","","","","","2016"
"2274554","335315","1051","0","1","1","","","","","2016"
"2274555","335315","1003","23.5","1","1","","","","","2016"
"2274556","335315","1004","1.45","1","1","","","","","2016"
"2274557","335315","1079","4.7","1","1","","","","","2016"
"2274558","335315","1009","37.9","1","1","","","","","2016"
"2274559","335315","1137","944","1","1","","","","","2016"
"2274560","335315","1087","181","1","1","","","","","2016"
"2274561","335315","1097","19","1","1","","","","","2016"
"2274562","335315","1098","0.956","1","1","","","","","2016"
"2274563","335315","1089","7.26","1","1","","","","","2016"
"2274564","335315","1092","1440","1","1","","","","","2016"
"2274565","335315","1090","188","1","1","","","","","2016"
"2274566","335315","1101","1.82","1","1","","","","","2016"
"2274567","335315","1102","465","1","1","","","","","2016"
"2274568","335315","1146","155","1","1","","","","","2016"
"2274569","335315","1091","566","1","1","","","","","2016"
"2274570","335315","1094","244","1","1","","","","","2016"
"2274571","335315","1095","3.28","1","1","","","","","2016"
"2274572","335316","1051","0","1","1","","","","","2016"
"2274573","335316","1003","23.2","1","1","","","","","2016"
"2274574","335316","1004","1.2","1","1","","","","","2016"
"2274575","335316","1079","4.5","1","1","","","","","2016"
"2274576","335316","1009","34.8","1","1","","","","","2016"
"2274577","335316","1137","1000","1","1","","","","","2016"
"2274578","335316","1087","217","1","1","","","","","2016"
"2274579","335316","1097","27","1","1","","","","","2016"
"2274580","335316","1098","0.883","1","1","","","","","2016"
"2274581","335316","1089","7.11","1","1","","","","","2016"
"2274582","335316","1092","1510","1","1","","","","","2016"
"2274583","335316","1090","189","1","1","","","","","2016"
"2274584","335316","1101","1.9","1","1","","","","","2016"
"2274585","335316","1102","381","1","1","","","","","2016"
"2274586","335316","1146","148","1","1","","","","","2016"
"2274587","335316","1091","510","1","1","","","","","2016"
"2274588","335316","1094","231","1","1","","","","","2016"
"2274589","335316","1095","2.83","1","1","","","","","2016"
"2274590","335317","1051","0","1","1","","","","","2016"
"2274591","335317","1003","25.6","1","1","","","","","2016"
"2274592","335317","1004","1.72","1","1","","","","","2016"
"2274593","335317","1079","4.3","1","1","","","","","2016"
"2274594","335317","1009","36.4","1","1","","","","","2016"
"2274595","335317","1137","1020","1","1","","","","","2016"
"2274596","335317","1087","168","1","1","","","","","2016"
"2274597","335317","1097","35","1","1","","","","","2016"
"2274598","335317","1098","1.13","1","1","","","","","2016"
"2274599","335317","1089","7.71","1","1","","","","","2016"
"2274600","335317","1092","1470","1","1","","","","","2016"
"2274601","335317","1090","183","1","1","","","","","2016"
"2274602","335317","1101","1.82","1","1","","","","","2016"
"2274603","335317","1102","499","1","1","","","","","2016"
"2274604","335317","1146","138","1","1","","","","","2016"
"2274605","335317","1091","638","1","1","","","","","2016"
"2274606","335317","1094","260","1","1","","","","","2016"
"2274607","335317","1095","3.76","1","1","","","","","2016"
"2274608","335318","1051","0","1","1","","","","","2016"
"2274609","335318","1003","26.3","1","1","","","","","2016"
"2274610","335318","1004","1.22","1","1","","","","","2016"
"2274611","335318","1079","4.5","1","1","","","","","2016"
"2274612","335318","1009","34.9","1","1","","","","","2016"
"2274613","335318","1137","989","1","1","","","","","2016"
"2274614","335318","1087","163","1","1","","","","","2016"
"2274615","335318","1097","34","1","1","","","","","2016"
"2274616","335318","1098","1.01","1","1","","","","","2016"
"2274617","335318","1089","7.82","1","1","","","","","2016"
"2274618","335318","1092","1540","1","1","","","","","2016"
"2274619","335318","1090","177","1","1","","","","","2016"
"2274620","335318","1101","1.77","1","1","","","","","2016"
"2274621","335318","1102","536","1","1","","","","","2016"
"2274622","335318","1146","92","1","1","","","","","2016"
"2274623","335318","1091","565","1","1","","","","","2016"
"2274624","335318","1094","250","1","1","","","","","2016"
"2274625","335318","1095","3.36","1","1","","","","","2016"
"2274626","335319","1051","0","1","1","","","","","2016"
"2274627","335319","1003","25.8","1","1","","","","","2016"
"2274628","335319","1004","1.35","1","1","","","","","2016"
"2274629","335319","1079","4.3","1","1","","","","","2016"
"2274630","335319","1009","38.2","1","1","","","","","2016"
"2274631","335319","1137","1260","1","1","","","","","2016"
"2274632","335319","1087","266","1","1","","","","","2016"
"2274633","335319","1097","39","1","1","","","","","2016"
"2274634","335319","1098","1.18","1","1","","","","","2016"
"2274635","335319","1089","8.18","1","1","","","","","2016"
"2274636","335319","1092","1510","1","1","","","","","2016"
"2274637","335319","1090","194","1","1","","","","","2016"
"2274638","335319","1101","2.22","1","1","","","","","2016"
"2274639","335319","1102","568","1","1","","","","","2016"
"2274640","335319","1146","130","1","1","","","","","2016"
"2274641","335319","1091","639","1","1","","","","","2016"
"2274642","335319","1094","259","1","1","","","","","2016"
"2274643","335319","1095","3.5","1","1","","","","","2016"
"2274644","335320","1051","0","1","1","","","","","2016"
"2274645","335320","1003","25","1","1","","","","","2016"
"2274646","335320","1004","1.15","1","1","","","","","2016"
"2274647","335320","1079","3.9","1","1","","","","","2016"
"2274648","335320","1009","40.7","1","1","","","","","2016"
"2274649","335320","1137","1070","1","1","","","","","2016"
"2274650","335320","1087","285","1","1","","","","","2016"
"2274651","335320","1097","49","1","1","","","","","2016"
"2274652","335320","1098","1.06","1","1","","","","","2016"
"2274653","335320","1089","8.18","1","1","","","","","2016"
"2274654","335320","1092","1440","1","1","","","","","2016"
"2274655","335320","1090","184","1","1","","","","","2016"
"2274656","335320","1101","2.33","1","1","","","","","2016"
"2274657","335320","1102","422","1","1","","","","","2016"
"2274658","335320","1146","135","1","1","","","","","2016"
"2274659","335320","1091","563","1","1","","","","","2016"
"2274660","335320","1094","235","1","1","","","","","2016"
"2274661","335320","1095","3.15","1","1","","","","","2016"
"2274662","335321","1051","0","1","1","","","","","2016"
"2274663","335321","1003","26","1","1","","","","","2016"
"2274664","335321","1004","1.62","1","1","","","","","2016"
"2274665","335321","1079","4.7","1","1","","","","","2016"
"2274666","335321","1009","36","1","1","","","","","2016"
"2274667","335321","1137","1560","1","1","","","","","2016"
"2274668","335321","1087","205","1","1","","","","","2016"
"2274669","335321","1097","93","1","1","","","","","2016"
"2274670","335321","1098","1.18","1","1","","","","","2016"
"2274671","335321","1089","6.17","1","1","","","","","2016"
"2274672","335321","1092","1700","1","1","","","","","2016"
"2274673","335321","1090","160","1","1","","","","","2016"
"2274674","335321","1101","2.22","1","1","","","","","2016"
"2274675","335321","1102","695","1","1","","","","","2016"
"2274676","335321","1146","273","1","1","","","","","2016"
"2274677","335321","1091","526","1","1","","","","","2016"
"2274678","335321","1094","258","1","1","","","","","2016"
"2274679","335321","1095","3.79","1","1","","","","","2016"
"2274680","335322","1051","0","1","1","","","","","2016"
"2274681","335322","1003","25.5","1","1","","","","","2016"
"2274682","335322","1004","1.47","1","1","","","","","2016"
"2274683","335322","1079","4.7","1","1","","","","","2016"
"2274684","335322","1009","35.4","1","1","","","","","2016"
"2274685","335322","1137","1480","1","1","","","","","2016"
"2274686","335322","1087","206","1","1","","","","","2016"
"2274687","335322","1097","73","1","1","","","","","2016"
"2274688","335322","1098","1.16","1","1","","","","","2016"
"2274689","335322","1089","5.9","1","1","","","","","2016"
"2274690","335322","1092","1690","1","1","","","","","2016"
"2274691","335322","1090","167","1","1","","","","","2016"
"2274692","335322","1101","2.18","1","1","","","","","2016"
"2274693","335322","1102","584","1","1","","","","","2016"
"2274694","335322","1146","277","1","1","","","","","2016"
"2274695","335322","1091","548","1","1","","","","","2016"
"2274696","335322","1094","243","1","1","","","","","2016"
"2274697","335322","1095","3.8","1","1","","","","","2016"
"2274698","335323","1051","0","1","1","","","","","2016"
"2274699","335323","1003","23.4","1","1","","","","","2016"
"2274700","335323","1004","1.73","1","1","","","","","2016"
"2274701","335323","1079","4","1","1","","","","","2016"
"2274702","335323","1009","39.8","1","1","","","","","2016"
"2274703","335323","1137","1300","1","1","","","","","2016"
"2274704","335323","1087","230","1","1","","","","","2016"
"2274705","335323","1097","45","1","1","","","","","2016"
"2274706","335323","1098","1.34","1","1","","","","","2016"
"2274707","335323","1089","5.56","1","1","","","","","2016"
"2274708","335323","1092","1620","1","1","","","","","2016"
"2274709","335323","1090","165","1","1","","","","","2016"
"2274710","335323","1101","2.67","1","1","","","","","2016"
"2274711","335323","1102","1310","1","1","","","","","2016"
"2274712","335323","1146","260","1","1","","","","","2016"
"2274713","335323","1091","545","1","1","","","","","2016"
"2274714","335323","1094","272","1","1","","","","","2016"
"2274715","335323","1095","3.08","1","1","","","","","2016"
"2274716","335324","1051","0","1","1","","","","","2016"
"2274717","335324","1003","24.5","1","1","","","","","2016"
"2274718","335324","1004","1.53","1","1","","","","","2016"
"2274719","335324","1079","4.4","1","1","","","","","2016"
"2274720","335324","1009","37.3","1","1","","","","","2016"
"2274721","335324","1137","1330","1","1","","","","","2016"
"2274722","335324","1087","201","1","1","","","","","2016"
"2274723","335324","1097","45","1","1","","","","","2016"
"2274724","335324","1098","1.27","1","1","","","","","2016"
"2274725","335324","1089","5.37","1","1","","","","","2016"
"2274726","335324","1092","1660","1","1","","","","","2016"
"2274727","335324","1090","180","1","1","","","","","2016"
"2274728","335324","1101","2.26","1","1","","","","","2016"
"2274729","335324","1102","973","1","1","","","","","2016"
"2274730","335324","1146","269","1","1","","","","","2016"
"2274731","335324","1091","551","1","1","","","","","2016"
"2274732","335324","1094","254","1","1","","","","","2016"
"2274733","335324","1095","3.02","1","1","","","","","2016"
"2274734","335325","1051","0","1","1","","","","","2016"
"2274735","335325","1003","23.1","1","1","","","","","2016"
"2274736","335325","1004","1.7","1","1","","","","","2016"
"2274737","335325","1079","4.2","1","1","","","","","2016"
"2274738","335325","1009","39.9","1","1","","","","","2016"
"2274739","335325","1137","1190","1","1","","","","","2016"
"2274740","335325","1087","220","1","1","","","","","2016"
"2274741","335325","1097","38","1","1","","","","","2016"
"2274742","335325","1098","1.23","1","1","","","","","2016"
"2274743","335325","1089","4.76","1","1","","","","","2016"
"2274744","335325","1092","1600","1","1","","","","","2016"
"2274745","335325","1090","189","1","1","","","","","2016"
"2274746","335325","1101","1.99","1","1","","","","","2016"
"2274747","335325","1102","1120","1","1","","","","","2016"
"2274748","335325","1146","196","1","1","","","","","2016"
"2274749","335325","1091","526","1","1","","","","","2016"
"2274750","335325","1094","233","1","1","","","","","2016"
"2274751","335325","1095","3.17","1","1","","","","","2016"
"2274752","335326","1051","0","1","1","","","","","2016"
"2274753","335326","1003","25.2","1","1","","","","","2016"
"2274754","335326","1004","1.51","1","1","","","","","2016"
"2274755","335326","1079","4.4","1","1","","","","","2016"
"2274756","335326","1009","37.3","1","1","","","","","2016"
"2274757","335326","1137","1160","1","1","","","","","2016"
"2274758","335326","1087","184","1","1","","","","","2016"
"2274759","335326","1097","40","1","1","","","","","2016"
"2274760","335326","1098","1.17","1","1","","","","","2016"
"2274761","335326","1089","4.9","1","1","","","","","2016"
"2274762","335326","1092","1500","1","1","","","","","2016"
"2274763","335326","1090","175","1","1","","","","","2016"
"2274764","335326","1101","1.96","1","1","","","","","2016"
"2274765","335326","1102","1040","1","1","","","","","2016"
"2274766","335326","1146","187","1","1","","","","","2016"
"2274767","335326","1091","487","1","1","","","","","2016"
"2274768","335326","1094","227","1","1","","","","","2016"
"2274769","335326","1095","3.27","1","1","","","","","2016"
"2274770","335327","1051","0","1","1","","","","","2016"
"2274771","335327","1003","21.3","1","1","","","","","2016"
"2274772","335327","1004","1.66","1","1","","","","","2016"
"2274773","335327","1079","4.1","1","1","","","","","2016"
"2274774","335327","1009","41.8","1","1","","","","","2016"
"2274775","335327","1137","1140","1","1","","","","","2016"
"2274776","335327","1087","264","1","1","","","","","2016"
"2274777","335327","1097","31","1","1","","","","","2016"
"2274778","335327","1098","1.05","1","1","","","","","2016"
"2274779","335327","1089","4.89","1","1","","","","","2016"
"2274780","335327","1092","1490","1","1","","","","","2016"
"2274781","335327","1090","169","1","1","","","","","2016"
"2274782","335327","1101","2.39","1","1","","","","","2016"
