"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"374868","781083","","999","Fortification identifier code","1"
"383060","781083","","999","WWEIA Category code","1004"
"399443","781083","","999","WWEIA Category description","Milk, reduced fat"
"356438","781084","1","1001","","3.5% or 3.8% fat milk"
"356439","781084","2","1001","","leche fresca"
"374869","781084","","999","Fortification identifier code","1"
"383061","781084","","999","WWEIA Category code","1002"
"399444","781084","","999","WWEIA Category description","Milk, whole"
"374870","781085","","999","Fortification identifier code","1"
"383062","781085","","999","WWEIA Category code","1002"
"399445","781085","","999","WWEIA Category description","Milk, whole"
"374871","781086","","999","Fortification identifier code","1"
"383063","781086","","999","WWEIA Category code","1002"
"399446","781086","","999","WWEIA Category description","Milk, whole"
"374872","781087","","999","Fortification identifier code","1"
"383064","781087","","999","WWEIA Category code","1006"
"399447","781087","","999","WWEIA Category description","Milk, lowfat"
"356440","781088","3","1001","","nonfat milk"
"356441","781088","4","1001","","0.5% or less fat"
"356442","781088","5","1001","","Skim Plus"
"356443","781088","6","1001","","Skim Delux Calcium"
"374873","781088","","999","Fortification identifier code","1"
"383065","781088","","999","WWEIA Category code","1008"
"399448","781088","","999","WWEIA Category description","Milk, nonfat"
"356444","781089","1","1001","","Hi-Protein milk"
"356445","781089","2","1001","","fortified milk"
"356446","781089","3","1001","","1.5% fat milk"
"374874","781089","","999","Fortification identifier code","1"
"383066","781089","","999","WWEIA Category code","1004"
"399449","781089","","999","WWEIA Category description","Milk, reduced fat"
"374875","781090","","999","Fortification identifier code","1"
"383067","781090","","999","WWEIA Category code","1006"
"399450","781090","","999","WWEIA Category description","Milk, lowfat"
"356447","781091","1","1001","","1.5% fat acidophilus milk"
"374876","781091","","999","Fortification identifier code","1"
"383068","781091","","999","WWEIA Category code","1004"
"399451","781091","","999","WWEIA Category description","Milk, reduced fat"
"374877","781092","","999","Fortification identifier code","1"
"383069","781092","","999","WWEIA Category code","1006"
"399452","781092","","999","WWEIA Category description","Milk, lowfat"
"356448","781093","2","1001","","nonfat milk"
"356449","781093","3","1001","","0.5% or less fat"
"374878","781093","","999","Fortification identifier code","1"
"383070","781093","","999","WWEIA Category code","1008"
"399453","781093","","999","WWEIA Category description","Milk, nonfat"
"356450","781094","1","1001","","Lactaid"
"356451","781094","2","1001","","Lactaid, NS as to fat content"
"356452","781094","4","1001","","lactose reduced"
"374879","781094","","999","Fortification identifier code","1"
"383071","781094","","999","WWEIA Category code","1006"
"399454","781094","","999","WWEIA Category description","Milk, lowfat"
"356453","781095","1","1001","","Lactaid"
"356454","781095","3","1001","","nonfat milk"
"356455","781095","4","1001","","lactose reduced"
"374880","781095","","999","Fortification identifier code","1"
"383072","781095","","999","WWEIA Category code","1008"
"399455","781095","","999","WWEIA Category description","Milk, nonfat"
"356456","781096","1","1001","","Lactaid"
"356457","781096","3","1001","","lactose reduced"
"374881","781096","","999","Fortification identifier code","1"
"383073","781096","","999","WWEIA Category code","1004"
"399456","781096","","999","WWEIA Category description","Milk, reduced fat"
"356458","781097","1","1001","","Lactaid whole milk"
"356459","781097","2","1001","","lactose reduced"
"374882","781097","","999","Fortification identifier code","1"
"383074","781097","","999","WWEIA Category code","1002"
"399457","781097","","999","WWEIA Category description","Milk, whole"
"356460","781098","3","1001","","nonfat buttermilk"
"383075","781098","","999","WWEIA Category code","1008"
"399458","781098","","999","WWEIA Category description","Milk, nonfat"
"356461","781099","2","1001","","buttermilk, NS as to fat"
"383076","781099","","999","WWEIA Category code","1006"
"399459","781099","","999","WWEIA Category description","Milk, lowfat"
"356462","781100","1","1001","","2% fat, made with nonfat milk solids"
"383077","781100","","999","WWEIA Category code","1004"
"399460","781100","","999","WWEIA Category description","Milk, reduced fat"
"374883","781101","","999","Fortification identifier code","1"
"383078","781101","","999","WWEIA Category code","1002"
"399461","781101","","999","WWEIA Category description","Milk, whole"
"356463","781102","1","1001","","fermented milk drink"
"356464","781102","2","1001","","plain"
"356465","781102","3","1001","","all flavors"
"374884","781102","","999","Fortification identifier code","1"
"383079","781102","","999","WWEIA Category code","1006"
"399462","781102","","999","WWEIA Category description","Milk, lowfat"
"374885","781103","","999","Fortification identifier code","1"
"383080","781103","","999","WWEIA Category code","1002"
"399463","781103","","999","WWEIA Category description","Milk, whole"
"374886","781104","","999","Fortification identifier code","1"
"383081","781104","","999","WWEIA Category code","1008"
"399464","781104","","999","WWEIA Category description","Milk, nonfat"
"374887","781105","","999","Fortification identifier code","1"
"383082","781105","","999","WWEIA Category code","1002"
"399465","781105","","999","WWEIA Category description","Milk, whole"
"374888","781106","","999","Fortification identifier code","2a"
"383083","781106","","999","WWEIA Category code","1006"
"399466","781106","","999","WWEIA Category description","Milk, lowfat"
"356466","781107","1","1001","","nonfat milk"
"374889","781107","","999","Fortification identifier code","1"
"383084","781107","","999","WWEIA Category code","1008"
"399467","781107","","999","WWEIA Category description","Milk, nonfat"
"374890","781108","","999","Fortification identifier code","1"
"383085","781108","","999","WWEIA Category code","1002"
"399468","781108","","999","WWEIA Category description","Milk, whole"
"374891","781109","","999","Fortification identifier code","1"
"383086","781109","","999","WWEIA Category code","1002"
"399469","781109","","999","WWEIA Category description","Milk, whole"
"374892","781110","","999","Fortification identifier code","2a"
"383087","781110","","999","WWEIA Category code","1004"
"399470","781110","","999","WWEIA Category description","Milk, reduced fat"
"356467","781111","1","1001","","nonfat milk"
"374893","781111","","999","Fortification identifier code","1"
"383088","781111","","999","WWEIA Category code","1008"
"399471","781111","","999","WWEIA Category description","Milk, nonfat"
"383089","781112","","999","WWEIA Category code","1202"
"399472","781112","","999","WWEIA Category description","Flavored milk, whole"
"374894","781113","","999","Fortification identifier code","1"
"383090","781113","","999","WWEIA Category code","1404"
"399473","781113","","999","WWEIA Category description","Milk substitutes"
"356468","781114","1","1001","","Edensoy"
"356469","781114","2","1001","","vanilla flavored"
"356470","781114","3","1001","","Silk"
"356471","781114","4","1001","","West Soy"
"356472","781114","5","1001","","Soymilk"
"356473","781114","6","1001","","NS as to type"
"356474","781114","7","1001","","Vitasoy"
"374895","781114","","999","Fortification identifier code","1"
"383091","781114","","999","WWEIA Category code","1404"
"399474","781114","","999","WWEIA Category description","Milk substitutes"
"356475","781115","1","1001","","vanilla flavored"
"356476","781115","2","1001","","Silk"
"356477","781115","3","1001","","Vitasoy"
"356478","781115","4","1001","","West Soy"
"356479","781115","5","1001","","Soymilk"
"374896","781115","","999","Fortification identifier code","1"
"383092","781115","","999","WWEIA Category code","1404"
"399475","781115","","999","WWEIA Category description","Milk substitutes"
"356480","781116","1","1001","","vanilla flavored"
"356481","781116","2","1001","","West Soy"
"356482","781116","3","1001","","Soymilk"
"374897","781116","","999","Fortification identifier code","1"
"383093","781116","","999","WWEIA Category code","1404"
"399476","781116","","999","WWEIA Category description","Milk substitutes"
"356483","781117","1","1001","","Silk"
"356484","781117","2","1001","","Belsoy"
"356485","781117","3","1001","","Soymilk"
"374898","781117","","999","Fortification identifier code","1"
"383094","781117","","999","WWEIA Category code","1404"
"399477","781117","","999","WWEIA Category description","Milk substitutes"
"356486","781118","1","1001","","Silk"
"356487","781118","2","1001","","Vitasoy"
"356488","781118","3","1001","","Soymilk"
"374899","781118","","999","Fortification identifier code","1"
"383095","781118","","999","WWEIA Category code","1404"
"399478","781118","","999","WWEIA Category description","Milk substitutes"
"356489","781119","1","1001","","Soymilk"
"374900","781119","","999","Fortification identifier code","1"
"383096","781119","","999","WWEIA Category code","1404"
"399479","781119","","999","WWEIA Category description","Milk substitutes"
"356490","781120","1","1001","","Vitamite"
"356491","781120","2","1001","","all flavors"
"374901","781120","","999","Fortification identifier code","1"
"383097","781120","","999","WWEIA Category code","1404"
"399480","781120","","999","WWEIA Category description","Milk substitutes"
"356492","781121","1","1001","","Blue Diamond Almond Breeze"
"356493","781121","2","1001","","Silk PureAlmond"
"356494","781121","3","1001","","vanilla flavored"
"356495","781121","4","1001","","Almond Dream"
"356496","781121","5","1001","","NS as to sweetened"
"374902","781121","","999","Fortification identifier code","1"
"383098","781121","","999","WWEIA Category code","1404"
"399481","781121","","999","WWEIA Category description","Milk substitutes"
"356497","781122","1","1001","","Blue Diamond Almond Breeze"
"356498","781122","2","1001","","Silk PureAlmond"
"356499","781122","3","1001","","Almond Dream"
"356500","781122","4","1001","","NS as to sweetened"
"374903","781122","","999","Fortification identifier code","1"
"383099","781122","","999","WWEIA Category code","1404"
"399482","781122","","999","WWEIA Category description","Milk substitutes"
"356501","781123","1","1001","","unsweetened vanilla"
"356502","781123","2","1001","","Blue Diamond Almond Breeze"
"356503","781123","3","1001","","Silk PureAlmond"
"356504","781123","4","1001","","Almond Dream"
"356505","781123","5","1001","","flavors other than chocolate"
"374904","781123","","999","Fortification identifier code","1"
"383100","781123","","999","WWEIA Category code","1404"
"399483","781123","","999","WWEIA Category description","Milk substitutes"
"356506","781124","1","1001","","Blue Diamond Almond Breeze"
"356507","781124","2","1001","","Silk PureAlmond"
"356508","781124","3","1001","","Almond Dream"
"374905","781124","","999","Fortification identifier code","1"
"383101","781124","","999","WWEIA Category code","1404"
"399484","781124","","999","WWEIA Category description","Milk substitutes"
"356509","781125","1","1001","","Rice Dream beverage"
"374906","781125","","999","Fortification identifier code","1"
"383102","781125","","999","WWEIA Category code","1404"
"399485","781125","","999","WWEIA Category description","Milk substitutes"
"356510","781126","1","1001","","Silk PureCoconut beverage"
"356511","781126","2","1001","","So Delicious"
"374907","781126","","999","Fortification identifier code","1"
"383103","781126","","999","WWEIA Category code","1404"
"399486","781126","","999","WWEIA Category description","Milk substitutes"
"374908","781127","","999","Fortification identifier code","2"
"383104","781127","","999","WWEIA Category code","1820"
"399487","781127","","999","WWEIA Category description","Yogurt, regular"
"383105","781128","","999","WWEIA Category code","1822"
"399488","781128","","999","WWEIA Category description","Yogurt, Greek"
"374909","781129","","999","Fortification identifier code","2"
"383106","781129","","999","WWEIA Category code","1820"
"399489","781129","","999","WWEIA Category description","Yogurt, regular"
"374910","781130","","999","Fortification identifier code","2"
"383107","781130","","999","WWEIA Category code","1820"
"399490","781130","","999","WWEIA Category description","Yogurt, regular"
"374911","781131","","999","Fortification identifier code","2"
"383108","781131","","999","WWEIA Category code","1820"
"399491","781131","","999","WWEIA Category description","Yogurt, regular"
"356512","781132","1","1001","","1% fat"
"356513","781132","2","1001","","2% fat"
"356514","781132","3","1001","","99% fat free"
"356515","781132","4","1001","","light"
"374912","781132","","999","Fortification identifier code","2"
"383109","781132","","999","WWEIA Category code","1820"
"399492","781132","","999","WWEIA Category description","Yogurt, regular"
"356516","781133","1","1001","","0% fat"
"356517","781133","2","1001","","fat free"
"356518","781133","3","1001","","light"
"356519","781133","4","1001","","light, NFS"
"374913","781133","","999","Fortification identifier code","2"
"383110","781133","","999","WWEIA Category code","1820"
"399493","781133","","999","WWEIA Category description","Yogurt, regular"
"383111","781134","","999","WWEIA Category code","1822"
"399494","781134","","999","WWEIA Category description","Yogurt, Greek"
"383112","781135","","999","WWEIA Category code","1822"
"399495","781135","","999","WWEIA Category description","Yogurt, Greek"
"356520","781136","1","1001","","2% fat"
"356521","781136","2","1001","","1% fat"
"356522","781136","3","1001","","99% fat free"
"356523","781136","4","1001","","light"
"383113","781136","","999","WWEIA Category code","1822"
"399496","781136","","999","WWEIA Category description","Yogurt, Greek"
"356524","781137","1","1001","","0% fat"
"356525","781137","2","1001","","fat free"
"356526","781137","3","1001","","light"
"356527","781137","4","1001","","light, NFS"
"383114","781137","","999","WWEIA Category code","1822"
"399497","781137","","999","WWEIA Category description","Yogurt, Greek"
"374914","781138","","999","Fortification identifier code","2"
"383115","781138","","999","WWEIA Category code","1820"
"399498","781138","","999","WWEIA Category description","Yogurt, regular"
"374915","781139","","999","Fortification identifier code","2"
"383116","781139","","999","WWEIA Category code","1820"
"399499","781139","","999","WWEIA Category description","Yogurt, regular"
"356528","781140","8","1001","","Go-Gurt Portable Yogurt tube"
"356529","781140","10","1001","","1% fat"
"356530","781140","11","1001","","2% fat"
"356531","781140","12","1001","","99% fat free"
"356532","781140","13","1001","","light"
"374916","781140","","999","Fortification identifier code","2"
"383117","781140","","999","WWEIA Category code","1820"
"399500","781140","","999","WWEIA Category description","Yogurt, regular"
"356533","781141","1","1001","","0% fat"
"356534","781141","2","1001","","fat free"
"356535","781141","3","1001","","light"
"356536","781141","4","1001","","light, NFS"
"374917","781141","","999","Fortification identifier code","2"
"383118","781141","","999","WWEIA Category code","1820"
"399501","781141","","999","WWEIA Category description","Yogurt, regular"
"383119","781142","","999","WWEIA Category code","1822"
"399502","781142","","999","WWEIA Category description","Yogurt, Greek"
"383120","781143","","999","WWEIA Category code","1822"
"399503","781143","","999","WWEIA Category description","Yogurt, Greek"
"356537","781144","1","1001","","2% fat"
"356538","781144","2","1001","","1% fat"
"356539","781144","3","1001","","99% fat free"
"356540","781144","4","1001","","light"
"356541","781144","5","1001","","Chobani Kids Greek Yogurt Tubes"
"383121","781144","","999","WWEIA Category code","1822"
"399504","781144","","999","WWEIA Category description","Yogurt, Greek"
"356542","781145","1","1001","","0% fat"
"356543","781145","2","1001","","fat free"
"356544","781145","3","1001","","light"
"356545","781145","4","1001","","light, NFS"
"374918","781145","","999","Fortification identifier code","1"
"383122","781145","","999","WWEIA Category code","1822"
"399505","781145","","999","WWEIA Category description","Yogurt, Greek"
"374919","781146","","999","Fortification identifier code","2"
"383123","781146","","999","WWEIA Category code","1820"
"399506","781146","","999","WWEIA Category description","Yogurt, regular"
"374920","781147","","999","Fortification identifier code","2"
"383124","781147","","999","WWEIA Category code","1820"
"399507","781147","","999","WWEIA Category description","Yogurt, regular"
"356546","781148","1","1001","","1% fat"
"356547","781148","2","1001","","2% fat"
"356548","781148","3","1001","","99% fat free"
"356549","781148","4","1001","","light"
"356550","781148","5","1001","","Go-Gurt Portable Yogurt tube"
"374921","781148","","999","Fortification identifier code","2"
"383125","781148","","999","WWEIA Category code","1820"
"399508","781148","","999","WWEIA Category description","Yogurt, regular"
"356551","781149","1","1001","","0% fat"
"356552","781149","2","1001","","fat free"
"356553","781149","3","1001","","light"
"356554","781149","4","1001","","light, NFS"
"374922","781149","","999","Fortification identifier code","2"
"383126","781149","","999","WWEIA Category code","1820"
"399509","781149","","999","WWEIA Category description","Yogurt, regular"
"374923","781150","","999","Fortification identifier code","1"
"383127","781150","","999","WWEIA Category code","1822"
"399510","781150","","999","WWEIA Category description","Yogurt, Greek"
"374924","781151","","999","Fortification identifier code","2"
"383128","781151","","999","WWEIA Category code","1822"
"399511","781151","","999","WWEIA Category description","Yogurt, Greek"
"356555","781152","1","1001","","1% fat"
"356556","781152","2","1001","","2% fat"
"356557","781152","3","1001","","99% fat free"
"356558","781152","4","1001","","light"
"356559","781152","5","1001","","Chobani Kids Greek Yogurt Tubes"
"374925","781152","","999","Fortification identifier code","1"
"383129","781152","","999","WWEIA Category code","1822"
"399512","781152","","999","WWEIA Category description","Yogurt, Greek"
"356560","781153","1","1001","","0% fat"
"356561","781153","2","1001","","fat free"
"374926","781153","","999","Fortification identifier code","1"
"383130","781153","","999","WWEIA Category code","1822"
"399513","781153","","999","WWEIA Category description","Yogurt, Greek"
"356562","781154","1","1001","","all types"
"356563","781154","2","1001","","with granola"
"374927","781154","","999","Fortification identifier code","1"
"383131","781154","","999","WWEIA Category code","1822"
"399514","781154","","999","WWEIA Category description","Yogurt, Greek"
"356564","781155","1","1001","","all types and flavors"
"374928","781155","","999","Fortification identifier code","2"
"383132","781155","","999","WWEIA Category code","1820"
"399515","781155","","999","WWEIA Category description","Yogurt, regular"
"356584","781163","1","1001","","McDonald's Fruit 'n Yogurt Parfait"
"356585","781163","2","1001","","with granola"
"374931","781163","","999","Fortification identifier code","1"
"383140","781163","","999","WWEIA Category code","1820"
"399523","781163","","999","WWEIA Category description","Yogurt, regular"
"356597","781189","1","1001","","NS as to milk or drink"
"374940","781189","","999","Fortification identifier code","1"
"383166","781189","","999","WWEIA Category code","1208"
"399549","781189","","999","WWEIA Category description","Flavored milk, nonfat"
"374941","781190","","999","Fortification identifier code","1"
"383167","781190","","999","WWEIA Category code","1202"
"399550","781190","","999","WWEIA Category description","Flavored milk, whole"
"356598","781191","4","1001","","2% fat"
"374942","781191","","999","Fortification identifier code","1"
"383168","781191","","999","WWEIA Category code","1204"
"399551","781191","","999","WWEIA Category description","Flavored milk, reduced fat"
"356599","781192","1","1001","","nonfat milk"
"356600","781192","2","1001","","skim"
"374943","781192","","999","Fortification identifier code","1"
"383169","781192","","999","WWEIA Category code","1208"
"399552","781192","","999","WWEIA Category description","Flavored milk, nonfat"
"356601","781193","3","1001","","Hershey's Chocolate milk"
"356602","781193","4","1001","","1% fat"
"374944","781193","","999","Fortification identifier code","1"
"383170","781193","","999","WWEIA Category code","1206"
"399553","781193","","999","WWEIA Category description","Flavored milk, lowfat"
"356603","781194","1","1001","","TruMoo"
"356604","781194","2","1001","","less sugar"
"374945","781194","","999","Fortification identifier code","1"
"383171","781194","","999","WWEIA Category code","1206"
"399554","781194","","999","WWEIA Category description","Flavored milk, lowfat"
"356605","781195","1","1001","","NS as to type of milk"
"356606","781195","2","1001","","regular, reduced, or less sugar"
"356607","781195","3","1001","","1% fat"
"374946","781195","","999","Fortification identifier code","1"
"383172","781195","","999","WWEIA Category code","1206"
"399555","781195","","999","WWEIA Category description","Flavored milk, lowfat"
"356608","781196","1","1001","","regular, reduced, or less sugar"
"356609","781196","2","1001","","skim"
"374947","781196","","999","Fortification identifier code","1"
"383173","781196","","999","WWEIA Category code","1208"
"399556","781196","","999","WWEIA Category description","Flavored milk, nonfat"
"356610","781197","1","1001","","NS as to type of milk"
"356611","781197","2","1001","","1% fat"
"374948","781197","","999","Fortification identifier code","1"
"383174","781197","","999","WWEIA Category code","1206"
"399557","781197","","999","WWEIA Category description","Flavored milk, lowfat"
"356612","781198","1","1001","","whole, 2%, or reduced fat milk"
"356613","781198","2","1001","","NS as to milk"
"356614","781198","3","1001","","evaporated milk"
"356615","781198","4","1001","","chocolate espanol"
"356616","781198","5","1001","","chocolate caliente"
"356617","781198","6","1001","","McDonald's"
"356618","781198","7","1001","","Starbucks"
"356619","781198","8","1001","","Dunkin Donuts "
"356620","781198","9","1001","","made from syrup, tablet, or bar"
"374949","781198","","999","Fortification identifier code","2a"
"383175","781198","","999","WWEIA Category code","1204"
"399558","781198","","999","WWEIA Category description","Flavored milk, reduced fat"
"356621","781199","1","1001","","low fat, fat free, skim, or 1% milk"
"356622","781199","2","1001","","chocolate espanol"
"356623","781199","3","1001","","chocolate caliente"
"356624","781199","4","1001","","Starbucks"
"356625","781199","5","1001","","made from syrup, tablet, or bar"
"374950","781199","","999","Fortification identifier code","2a"
"383176","781199","","999","WWEIA Category code","1208"
"399559","781199","","999","WWEIA Category description","Flavored milk, nonfat"
"356626","781200","1","1001","","almond, coconut, rice, or soy milk"
"356627","781200","2","1001","","chocolate espanol"
"356628","781200","3","1001","","chocolate caliente"
"356629","781200","4","1001","","Starbucks"
"356630","781200","5","1001","","made from syrup, tablet, or bar"
"374951","781200","","999","Fortification identifier code","2"
"383177","781200","","999","WWEIA Category code","1404"
"399560","781200","","999","WWEIA Category description","Milk substitutes"
"356631","781201","1","1001","","whole, 2%, or reduced fat milk"
"356632","781201","2","1001","","NS as to milk"
"356633","781201","3","1001","","evaporated milk"
"356634","781201","4","1001","","McDonald's"
"356635","781201","5","1001","","Starbucks"
"356636","781201","6","1001","","Dunkin Donuts"
"356637","781201","7","1001","","made from syrup, tablet, or bar"
"374952","781201","","999","Fortification identifier code","2a"
"383178","781201","","999","WWEIA Category code","1204"
"399561","781201","","999","WWEIA Category description","Flavored milk, reduced fat"
"356638","781202","1","1001","","low fat, fat free, skim, or 1% milk"
"356639","781202","2","1001","","Starbucks"
"356640","781202","3","1001","","made from syrup, tablet, or bar"
"374953","781202","","999","Fortification identifier code","2a"
"383179","781202","","999","WWEIA Category code","1208"
"399562","781202","","999","WWEIA Category description","Flavored milk, nonfat"
"356641","781203","1","1001","","almond, coconut, rice, or soy milk"
"356642","781203","2","1001","","Starbucks"
"356643","781203","3","1001","","made from syrup, tablet, or bar"
"374954","781203","","999","Fortification identifier code","2"
"383180","781203","","999","WWEIA Category code","1404"
"399563","781203","","999","WWEIA Category description","Milk substitutes"
"374955","781204","","999","Fortification identifier code","1"
"383181","781204","","999","WWEIA Category code","1204"
"399564","781204","","999","WWEIA Category description","Flavored milk, reduced fat"
"374956","781205","","999","Fortification identifier code","1"
"383182","781205","","999","WWEIA Category code","1202"
"399565","781205","","999","WWEIA Category description","Flavored milk, whole"
"356644","781206","4","1001","","2% fat"
"374957","781206","","999","Fortification identifier code","1"
"383183","781206","","999","WWEIA Category code","1204"
"399566","781206","","999","WWEIA Category description","Flavored milk, reduced fat"
"356645","781207","4","1001","","1% fat"
"374958","781207","","999","Fortification identifier code","1"
"383184","781207","","999","WWEIA Category code","1206"
"399567","781207","","999","WWEIA Category description","Flavored milk, lowfat"
"356646","781208","3","1001","","nonfat milk"
"356647","781208","4","1001","","skim milk"
"374959","781208","","999","Fortification identifier code","1"
"383185","781208","","999","WWEIA Category code","1208"
"399568","781208","","999","WWEIA Category description","Flavored milk, nonfat"
"356648","781209","1","1001","","almond, coconut, rice, or soy milk"
"374960","781209","","999","Fortification identifier code","1"
"383186","781209","","999","WWEIA Category code","1404"
"399569","781209","","999","WWEIA Category description","Milk substitutes"
"356649","781210","2","1001","","less sugar, sugar free, or fat free mix"
"374961","781210","","999","Fortification identifier code","1"
"383187","781210","","999","WWEIA Category code","1204"
"399570","781210","","999","WWEIA Category description","Flavored milk, reduced fat"
"356650","781211","2","1001","","less sugar, sugar free, or fat free mix"
"374962","781211","","999","Fortification identifier code","1"
"383188","781211","","999","WWEIA Category code","1202"
"399571","781211","","999","WWEIA Category description","Flavored milk, whole"
"356651","781212","3","1001","","less sugar, sugar free, or fat free mix"
"356652","781212","4","1001","","2% fat"
"374963","781212","","999","Fortification identifier code","1"
"383189","781212","","999","WWEIA Category code","1204"
"399572","781212","","999","WWEIA Category description","Flavored milk, reduced fat"
"356653","781213","3","1001","","less sugar, sugar free, or fat free mix"
"356654","781213","4","1001","","1% fat"
"374964","781213","","999","Fortification identifier code","1"
"383190","781213","","999","WWEIA Category code","1206"
"399573","781213","","999","WWEIA Category description","Flavored milk, lowfat"
"356655","781214","3","1001","","less sugar, sugar free, or fat free mix"
"356656","781214","4","1001","","nonfat milk"
"356657","781214","5","1001","","skim"
"374965","781214","","999","Fortification identifier code","1"
"383191","781214","","999","WWEIA Category code","1208"
"399574","781214","","999","WWEIA Category description","Flavored milk, nonfat"
"356658","781215","1","1001","","almond, coconut, rice, or soy milk"
"374966","781215","","999","Fortification identifier code","1"
"383192","781215","","999","WWEIA Category code","1404"
"399575","781215","","999","WWEIA Category description","Milk substitutes"
"356659","781216","1","1001","","regular, reduced, or less sugar"
"356660","781216","2","1001","","25% less sugar"
"374967","781216","","999","Fortification identifier code","1"
"383193","781216","","999","WWEIA Category code","1204"
"399576","781216","","999","WWEIA Category description","Flavored milk, reduced fat"
"356661","781217","1","1001","","regular, reduced, or less sugar"
"356662","781217","2","1001","","25% less sugar"
"374968","781217","","999","Fortification identifier code","1"
"383194","781217","","999","WWEIA Category code","1202"
"399577","781217","","999","WWEIA Category description","Flavored milk, whole"
"356663","781218","1","1001","","regular, reduced, or less sugar"
"356664","781218","2","1001","","25% less sugar"
"356665","781218","3","1001","","2% fat"
"374969","781218","","999","Fortification identifier code","1"
"383195","781218","","999","WWEIA Category code","1204"
"399578","781218","","999","WWEIA Category description","Flavored milk, reduced fat"
"356666","781219","1","1001","","regular, reduced, or less sugar"
"356667","781219","2","1001","","25% less sugar"
"356668","781219","3","1001","","1% fat"
"374970","781219","","999","Fortification identifier code","1"
"383196","781219","","999","WWEIA Category code","1206"
"399579","781219","","999","WWEIA Category description","Flavored milk, lowfat"
"356669","781220","1","1001","","nonfat milk"
"356670","781220","2","1001","","regular, reduced, or less sugar"
"356671","781220","3","1001","","25% less sugar"
"356672","781220","4","1001","","skim"
"374971","781220","","999","Fortification identifier code","1"
"383197","781220","","999","WWEIA Category code","1208"
"399580","781220","","999","WWEIA Category description","Flavored milk, nonfat"
"356673","781221","1","1001","","almond, coconut, rice, or soy milk"
"374972","781221","","999","Fortification identifier code","1"
"383198","781221","","999","WWEIA Category code","1404"
"399581","781221","","999","WWEIA Category description","Milk substitutes"
"356674","781222","1","1001","","sugar free mix"
"374973","781222","","999","Fortification identifier code","1"
"383199","781222","","999","WWEIA Category code","1204"
"399582","781222","","999","WWEIA Category description","Flavored milk, reduced fat"
"356675","781223","1","1001","","sugar free mix"
"374974","781223","","999","Fortification identifier code","1"
"383200","781223","","999","WWEIA Category code","1202"
"399583","781223","","999","WWEIA Category description","Flavored milk, whole"
"356676","781224","1","1001","","sugar free mix"
"356677","781224","2","1001","","2% fat"
"374975","781224","","999","Fortification identifier code","1"
"383201","781224","","999","WWEIA Category code","1204"
"399584","781224","","999","WWEIA Category description","Flavored milk, reduced fat"
"356678","781225","1","1001","","sugar free mix"
"356679","781225","2","1001","","1% fat"
"374976","781225","","999","Fortification identifier code","1"
"383202","781225","","999","WWEIA Category code","1206"
"399585","781225","","999","WWEIA Category description","Flavored milk, lowfat"
"356680","781226","1","1001","","nonfat milk"
"356681","781226","2","1001","","sugar free mix"
"356682","781226","3","1001","","skim"
"374977","781226","","999","Fortification identifier code","1"
"383203","781226","","999","WWEIA Category code","1208"
"399586","781226","","999","WWEIA Category description","Flavored milk, nonfat"
"356683","781227","1","1001","","almond, coconut, rice, or soy milk"
"374978","781227","","999","Fortification identifier code","1"
"383204","781227","","999","WWEIA Category code","1404"
"399587","781227","","999","WWEIA Category description","Milk substitutes"
"356684","781228","1","1001","","Nesquik"
"356685","781228","2","1001","","Hershey's"
"374979","781228","","999","Fortification identifier code","2a"
"383205","781228","","999","WWEIA Category code","1204"
"399588","781228","","999","WWEIA Category description","Flavored milk, reduced fat"
"356686","781229","1","1001","","Nesquik"
"356687","781229","2","1001","","Hershey's"
"374980","781229","","999","Fortification identifier code","2a"
"383206","781229","","999","WWEIA Category code","1202"
"399589","781229","","999","WWEIA Category description","Flavored milk, whole"
"356688","781230","2","1001","","Nesquik"
"356689","781230","3","1001","","Hershey's"
"356690","781230","4","1001","","2% fat"
"374981","781230","","999","Fortification identifier code","2a"
"383207","781230","","999","WWEIA Category code","1204"
"399590","781230","","999","WWEIA Category description","Flavored milk, reduced fat"
"356691","781231","2","1001","","Nesquik"
"356692","781231","3","1001","","Hershey's"
"356693","781231","4","1001","","1% fat"
"374982","781231","","999","Fortification identifier code","2a"
"383208","781231","","999","WWEIA Category code","1206"
"399591","781231","","999","WWEIA Category description","Flavored milk, lowfat"
"356694","781232","1","1001","","nonfat milk"
"356695","781232","2","1001","","Nesquik"
"356696","781232","3","1001","","Hershey's"
"356697","781232","4","1001","","skim"
"374983","781232","","999","Fortification identifier code","2a"
"383209","781232","","999","WWEIA Category code","1208"
"399592","781232","","999","WWEIA Category description","Flavored milk, nonfat"
"356698","781233","1","1001","","almond, coconut, rice, or soy milk"
"374984","781233","","999","Fortification identifier code","2"
"383210","781233","","999","WWEIA Category code","1404"
"399593","781233","","999","WWEIA Category description","Milk substitutes"
"356699","781234","1","1001","","Hershey's Lite"
"374985","781234","","999","Fortification identifier code","2a"
"383211","781234","","999","WWEIA Category code","1204"
"399594","781234","","999","WWEIA Category description","Flavored milk, reduced fat"
"356700","781235","1","1001","","Hershey's Lite"
"374986","781235","","999","Fortification identifier code","2a"
"383212","781235","","999","WWEIA Category code","1202"
"399595","781235","","999","WWEIA Category description","Flavored milk, whole"
"356701","781236","1","1001","","Hershey's Lite"
"356702","781236","2","1001","","2% fat"
"374987","781236","","999","Fortification identifier code","2a"
